,소비일자,소비업종,성별,연령대,소비건수(삼성),소비건수(신한)
13660,20190408,의료,1,20,64.2,165.8
13661,20190408,의료,1,30,335.9,433.5
13662,20190408,의료,1,40,425.8,507.0
13663,20190408,의료,1,50,297.8,371.59999999999997
13664,20190408,의료,1,60,241.6,395.9
13665,20190408,의료,0,20,120.5,237.8
13666,20190408,의료,0,30,366.5,491.0
13667,20190408,의료,0,40,371.2,491.5
13668,20190408,의료,0,50,314.0,399.4
13669,20190408,의료,0,60,205.7,332.5
13670,20190408,자동차,1,20,14.0,29.0
13671,20190408,자동차,1,30,46.3,66.5
13672,20190408,자동차,1,40,58.3,70.80000000000001
13673,20190408,자동차,1,50,46.6,61.6
13674,20190408,자동차,1,60,24.3,42.8
13675,20190408,자동차,0,20,7.6,12.2
13676,20190408,자동차,0,30,23.1,30.8
13677,20190408,자동차,0,40,30.0,36.199999999999996
13678,20190408,자동차,0,50,25.5,29.3
13679,20190408,자동차,0,60,9.8,13.8
13680,20190408,주유,1,20,45.0,87.9
13681,20190408,주유,1,30,161.0,251.9
13682,20190408,주유,1,40,237.0,334.4
13683,20190408,주유,1,50,220.0,378.2
13684,20190408,주유,1,60,119.2,417.4
13685,20190408,주유,0,20,24.0,36.6
13686,20190408,주유,0,30,69.2,107.8
13687,20190408,주유,0,40,104.1,145.1
13688,20190408,주유,0,50,100.2,137.9
13689,20190408,주유,0,60,41.4,70.2
13690,20190408,패션/잡화,1,20,9.3,26.1
13691,20190408,패션/잡화,1,30,19.1,27.9
13692,20190408,패션/잡화,1,40,25.1,31.4
13693,20190408,패션/잡화,1,50,20.1,25.5
13694,20190408,패션/잡화,1,60,11.7,16.4
13695,20190408,패션/잡화,0,20,21.0,68.0
13696,20190408,패션/잡화,0,30,29.6,49.0
13697,20190408,패션/잡화,0,40,41.0,53.7
13698,20190408,패션/잡화,0,50,40.6,50.900000000000006
13699,20190408,패션/잡화,0,60,22.2,32.5
13700,20190408,편의점,1,20,368.1,1395.9
13701,20190408,편의점,1,30,632.4,1074.9
13702,20190408,편의점,1,40,543.4,795.6
13703,20190408,편의점,1,50,277.7,440.8
13704,20190408,편의점,1,60,74.1,145.79999999999998
13705,20190408,편의점,0,20,251.6,885.5
13706,20190408,편의점,0,30,274.1,466.7
13707,20190408,편의점,0,40,281.6,398.6
13708,20190408,편의점,0,50,183.0,254.5
13709,20190408,편의점,0,60,48.5,80.30000000000001
13710,20190408,할인점/마트,1,20,140.5,724.0
13711,20190408,할인점/마트,1,30,493.8,841.5
13712,20190408,할인점/마트,1,40,670.7,981.0
13713,20190408,할인점/마트,1,50,465.8,731.7
13714,20190408,할인점/마트,1,60,261.1,479.8
13715,20190408,할인점/마트,0,20,171.1,652.8
13716,20190408,할인점/마트,0,30,486.6,800.4
13717,20190408,할인점/마트,0,40,694.8,1077.4
13718,20190408,할인점/마트,0,50,589.4,955.0999999999999
13719,20190408,할인점/마트,0,60,300.2,553.6
13720,20190409,가전/가구,1,20,8.4,55.2
13721,20190409,가전/가구,1,30,25.2,31.1
13722,20190409,가전/가구,1,40,37.6,24.2
13723,20190409,가전/가구,1,50,36.1,20.6
13724,20190409,가전/가구,1,60,20.2,10.9
13725,20190409,가전/가구,0,20,8.6,50.0
13726,20190409,가전/가구,0,30,18.2,20.5
13727,20190409,가전/가구,0,40,29.3,23.0
13728,20190409,가전/가구,0,50,30.6,19.7
13729,20190409,가전/가구,0,60,15.2,8.0
13730,20190409,가정생활/서비스,1,20,0.6,67.30000000000001
13731,20190409,가정생활/서비스,1,30,4.4,126.10000000000001
13732,20190409,가정생활/서비스,1,40,4.6,158.4
13733,20190409,가정생활/서비스,1,50,1.6,100.3
13734,20190409,가정생활/서비스,1,60,1.1,51.300000000000004
13735,20190409,가정생활/서비스,0,20,1.6,70.10000000000001
13736,20190409,가정생활/서비스,0,30,23.7,133.4
13737,20190409,가정생활/서비스,0,40,9.3,147.2
13738,20190409,가정생활/서비스,0,50,1.6,77.89999999999999
13739,20190409,가정생활/서비스,0,60,1.2,30.799999999999997
13740,20190409,교육/학원,1,20,7.7,29.2
13741,20190409,교육/학원,1,30,29.3,23.299999999999997
13742,20190409,교육/학원,1,40,65.5,51.5
13743,20190409,교육/학원,1,50,29.3,22.9
13744,20190409,교육/학원,1,60,6.5,6.0
13745,20190409,교육/학원,0,20,12.9,47.7
13746,20190409,교육/학원,0,30,37.2,35.8
13747,20190409,교육/학원,0,40,72.5,65.1
13748,20190409,교육/학원,0,50,25.4,20.6
13749,20190409,교육/학원,0,60,6.6,5.6
13750,20190409,미용,1,20,16.0,41.4
13751,20190409,미용,1,30,30.8,43.5
13752,20190409,미용,1,40,31.7,43.400000000000006
13753,20190409,미용,1,50,21.2,33.8
13754,20190409,미용,1,60,7.4,18.4
13755,20190409,미용,0,20,35.0,42.9
13756,20190409,미용,0,30,38.0,38.8
13757,20190409,미용,0,40,43.5,47.7
13758,20190409,미용,0,50,35.9,47.9
13759,20190409,미용,0,60,14.2,26.6
13760,20190409,백화점/상품권/아울렛,1,20,15.8,24.8
13761,20190409,백화점/상품권/아울렛,1,30,57.7,41.8
13762,20190409,백화점/상품권/아울렛,1,40,63.6,34.2
13763,20190409,백화점/상품권/아울렛,1,50,37.4,22.2
13764,20190409,백화점/상품권/아울렛,1,60,21.1,15.200000000000001
13765,20190409,백화점/상품권/아울렛,0,20,41.1,60.0
13766,20190409,백화점/상품권/아울렛,0,30,102.8,83.7
13767,20190409,백화점/상품권/아울렛,0,40,111.5,72.7
13768,20190409,백화점/상품권/아울렛,0,50,84.4,57.1
13769,20190409,백화점/상품권/아울렛,0,60,41.4,34.400000000000006
13770,20190409,스포츠/문화/레저,1,20,61.8,322.20000000000005
13771,20190409,스포츠/문화/레저,1,30,63.7,112.9
13772,20190409,스포츠/문화/레저,1,40,70.3,100.1
13773,20190409,스포츠/문화/레저,1,50,59.8,79.2
13774,20190409,스포츠/문화/레저,1,60,28.9,41.4
13775,20190409,스포츠/문화/레저,0,20,30.2,108.8
13776,20190409,스포츠/문화/레저,0,30,32.4,60.099999999999994
13777,20190409,스포츠/문화/레저,0,40,51.3,86.4
13778,20190409,스포츠/문화/레저,0,50,53.3,70.0
13779,20190409,스포츠/문화/레저,0,60,20.8,30.2
13780,20190409,여행/교통,1,20,21.2,15.8
13781,20190409,여행/교통,1,30,64.5,21.9
13782,20190409,여행/교통,1,40,76.2,22.3
13783,20190409,여행/교통,1,50,60.0,16.5
13784,20190409,여행/교통,1,60,24.2,8.600000000000001
13785,20190409,여행/교통,0,20,26.4,10.899999999999999
13786,20190409,여행/교통,0,30,42.3,10.7
13787,20190409,여행/교통,0,40,45.1,10.5
13788,20190409,여행/교통,0,50,38.8,9.8
13789,20190409,여행/교통,0,60,14.2,5.7
13790,20190409,요식/유흥,1,20,385.6,1359.1999999999998
13791,20190409,요식/유흥,1,30,884.0,1267.8999999999999
13792,20190409,요식/유흥,1,40,1008.6,1197.1
13793,20190409,요식/유흥,1,50,687.7,887.3000000000001
13794,20190409,요식/유흥,1,60,270.1,430.49999999999994
13795,20190409,요식/유흥,0,20,465.8,1446.3000000000002
13796,20190409,요식/유흥,0,30,708.0,1011.4
13797,20190409,요식/유흥,0,40,860.9,1044.2000000000003
13798,20190409,요식/유흥,0,50,589.1,726.1999999999999
13799,20190409,요식/유흥,0,60,200.1,284.40000000000003
13800,20190409,의료,1,20,50.4,130.1
13801,20190409,의료,1,30,250.4,326.70000000000005
13802,20190409,의료,1,40,326.8,388.8
13803,20190409,의료,1,50,236.4,297.0
13804,20190409,의료,1,60,195.9,321.8
13805,20190409,의료,0,20,96.6,184.7
13806,20190409,의료,0,30,273.0,360.40000000000003
13807,20190409,의료,0,40,297.7,382.09999999999997
13808,20190409,의료,0,50,256.2,326.3
13809,20190409,의료,0,60,170.8,269.1
13810,20190409,자동차,1,20,10.8,23.5
13811,20190409,자동차,1,30,38.8,57.6
13812,20190409,자동차,1,40,49.7,62.0
13813,20190409,자동차,1,50,39.8,51.5
13814,20190409,자동차,1,60,20.4,35.2
13815,20190409,자동차,0,20,6.5,9.6
13816,20190409,자동차,0,30,20.2,26.299999999999997
13817,20190409,자동차,0,40,26.4,31.0
13818,20190409,자동차,0,50,22.4,25.0
13819,20190409,자동차,0,60,8.4,11.3
13820,20190409,주유,1,20,39.1,70.1
13821,20190409,주유,1,30,138.5,214.0
13822,20190409,주유,1,40,212.1,299.6
13823,20190409,주유,1,50,199.2,348.1
13824,20190409,주유,1,60,105.8,384.40000000000003
13825,20190409,주유,0,20,19.9,30.0
13826,20190409,주유,0,30,59.9,91.6
13827,20190409,주유,0,40,91.9,127.2
13828,20190409,주유,0,50,86.2,120.1
13829,20190409,주유,0,60,35.6,60.7
13830,20190409,패션/잡화,1,20,7.9,21.5
13831,20190409,패션/잡화,1,30,16.3,24.700000000000003
13832,20190409,패션/잡화,1,40,22.0,25.599999999999998
13833,20190409,패션/잡화,1,50,18.6,20.0
13834,20190409,패션/잡화,1,60,11.0,13.0
13835,20190409,패션/잡화,0,20,17.7,52.5
13836,20190409,패션/잡화,0,30,26.0,40.8
13837,20190409,패션/잡화,0,40,36.8,43.1
13838,20190409,패션/잡화,0,50,38.1,40.4
13839,20190409,패션/잡화,0,60,22.1,26.3
13840,20190409,편의점,1,20,352.7,1328.2
13841,20190409,편의점,1,30,600.6,1034.5
13842,20190409,편의점,1,40,519.2,762.3
13843,20190409,편의점,1,50,272.8,430.6
13844,20190409,편의점,1,60,70.4,140.9
13845,20190409,편의점,0,20,249.2,880.5
13846,20190409,편의점,0,30,265.7,445.9
13847,20190409,편의점,0,40,274.3,389.4
13848,20190409,편의점,0,50,182.9,253.8
13849,20190409,편의점,0,60,45.6,76.6
13850,20190409,할인점/마트,1,20,128.4,669.2
13851,20190409,할인점/마트,1,30,440.5,752.1
13852,20190409,할인점/마트,1,40,596.4,889.7
13853,20190409,할인점/마트,1,50,416.3,670.3000000000001
13854,20190409,할인점/마트,1,60,233.0,433.8
13855,20190409,할인점/마트,0,20,148.9,581.4
13856,20190409,할인점/마트,0,30,415.9,686.5
13857,20190409,할인점/마트,0,40,602.8,947.8
13858,20190409,할인점/마트,0,50,520.0,848.3
13859,20190409,할인점/마트,0,60,267.7,491.70000000000005
13860,20190410,가전/가구,1,20,15.3,60.5
13861,20190410,가전/가구,1,30,67.3,131.3
13862,20190410,가전/가구,1,40,91.9,146.0
13863,20190410,가전/가구,1,50,71.9,72.9
13864,20190410,가전/가구,1,60,33.2,40.0
13865,20190410,가전/가구,0,20,19.1,58.0
13866,20190410,가전/가구,0,30,62.7,146.8
13867,20190410,가전/가구,0,40,87.4,184.0
13868,20190410,가전/가구,0,50,74.1,111.3
13869,20190410,가전/가구,0,60,27.6,53.0
13870,20190410,가정생활/서비스,1,20,0.4,91.39999999999999
13871,20190410,가정생활/서비스,1,30,4.7,216.7
13872,20190410,가정생활/서비스,1,40,4.6,275.8
13873,20190410,가정생활/서비스,1,50,1.6,185.29999999999998
13874,20190410,가정생활/서비스,1,60,1.2,88.5
13875,20190410,가정생활/서비스,0,20,1.7,104.19999999999999
13876,20190410,가정생활/서비스,0,30,23.9,236.79999999999998
13877,20190410,가정생활/서비스,0,40,9.2,306.6
13878,20190410,가정생활/서비스,0,50,2.0,209.2
13879,20190410,가정생활/서비스,0,60,1.0,80.5
13880,20190410,교육/학원,1,20,8.3,30.799999999999997
13881,20190410,교육/학원,1,30,32.7,26.0
13882,20190410,교육/학원,1,40,70.3,55.1
13883,20190410,교육/학원,1,50,29.4,23.2
13884,20190410,교육/학원,1,60,7.2,6.7
13885,20190410,교육/학원,0,20,14.4,52.1
13886,20190410,교육/학원,0,30,43.3,40.7
13887,20190410,교육/학원,0,40,79.7,69.19999999999999
13888,20190410,교육/학원,0,50,25.6,21.2
13889,20190410,교육/학원,0,60,5.8,6.1
13890,20190410,미용,1,20,19.7,50.8
13891,20190410,미용,1,30,35.5,51.0
13892,20190410,미용,1,40,40.0,52.2
13893,20190410,미용,1,50,28.9,42.7
13894,20190410,미용,1,60,8.6,22.500000000000004
13895,20190410,미용,0,20,46.6,65.5
13896,20190410,미용,0,30,45.7,48.0
13897,20190410,미용,0,40,51.8,57.8
13898,20190410,미용,0,50,42.9,58.3
13899,20190410,미용,0,60,16.5,30.5
13900,20190410,백화점/상품권/아울렛,1,20,17.4,27.3
13901,20190410,백화점/상품권/아울렛,1,30,62.0,45.2
13902,20190410,백화점/상품권/아울렛,1,40,69.3,36.3
13903,20190410,백화점/상품권/아울렛,1,50,41.8,26.0
13904,20190410,백화점/상품권/아울렛,1,60,23.2,16.5
13905,20190410,백화점/상품권/아울렛,0,20,44.8,67.0
13906,20190410,백화점/상품권/아울렛,0,30,109.6,87.9
13907,20190410,백화점/상품권/아울렛,0,40,118.4,74.5
13908,20190410,백화점/상품권/아울렛,0,50,93.8,61.9
13909,20190410,백화점/상품권/아울렛,0,60,47.6,38.2
13910,20190410,스포츠/문화/레저,1,20,65.7,365.20000000000005
13911,20190410,스포츠/문화/레저,1,30,69.3,125.89999999999999
13912,20190410,스포츠/문화/레저,1,40,79.2,112.2
13913,20190410,스포츠/문화/레저,1,50,65.6,87.69999999999999
13914,20190410,스포츠/문화/레저,1,60,30.6,42.4
13915,20190410,스포츠/문화/레저,0,20,34.1,125.0
13916,20190410,스포츠/문화/레저,0,30,35.2,68.0
13917,20190410,스포츠/문화/레저,0,40,56.1,94.9
13918,20190410,스포츠/문화/레저,0,50,54.9,73.5
13919,20190410,스포츠/문화/레저,0,60,21.3,31.3
13920,20190410,여행/교통,1,20,21.4,17.5
13921,20190410,여행/교통,1,30,63.4,22.5
13922,20190410,여행/교통,1,40,78.9,24.7
13923,20190410,여행/교통,1,50,61.1,17.4
13924,20190410,여행/교통,1,60,24.9,8.6
13925,20190410,여행/교통,0,20,26.8,11.4
13926,20190410,여행/교통,0,30,42.4,11.4
13927,20190410,여행/교통,0,40,46.3,11.3
13928,20190410,여행/교통,0,50,39.8,10.6
13929,20190410,여행/교통,0,60,14.6,6.2
13930,20190410,요식/유흥,1,20,410.7,1499.1
13931,20190410,요식/유흥,1,30,935.0,1365.6
13932,20190410,요식/유흥,1,40,1069.1,1280.2
13933,20190410,요식/유흥,1,50,727.0,941.6
13934,20190410,요식/유흥,1,60,282.9,455.79999999999995
13935,20190410,요식/유흥,0,20,490.1,1586.4
13936,20190410,요식/유흥,0,30,750.3,1086.7
13937,20190410,요식/유흥,0,40,915.7,1120.7999999999997
13938,20190410,요식/유흥,0,50,615.9,765.3000000000002
13939,20190410,요식/유흥,0,60,204.7,293.8
13940,20190410,의료,1,20,48.8,131.2
13941,20190410,의료,1,30,243.3,315.6
13942,20190410,의료,1,40,321.2,381.49999999999994
13943,20190410,의료,1,50,236.2,293.6
13944,20190410,의료,1,60,193.9,318.5
13945,20190410,의료,0,20,96.9,185.7
13946,20190410,의료,0,30,263.5,350.79999999999995
13947,20190410,의료,0,40,284.1,370.5
13948,20190410,의료,0,50,250.9,311.8
13949,20190410,의료,0,60,161.5,251.20000000000005
13950,20190410,자동차,1,20,12.2,25.900000000000002
13951,20190410,자동차,1,30,40.6,61.5
13952,20190410,자동차,1,40,52.5,65.10000000000001
13953,20190410,자동차,1,50,41.6,54.6
13954,20190410,자동차,1,60,21.0,36.099999999999994
13955,20190410,자동차,0,20,6.4,10.9
13956,20190410,자동차,0,30,20.3,27.9
13957,20190410,자동차,0,40,26.6,31.700000000000003
13958,20190410,자동차,0,50,21.9,25.599999999999998
13959,20190410,자동차,0,60,7.9,11.4
13960,20190410,주유,1,20,43.2,84.4
13961,20190410,주유,1,30,150.1,238.2
13962,20190410,주유,1,40,227.5,316.3
13963,20190410,주유,1,50,209.2,361.6
13964,20190410,주유,1,60,109.4,387.7
13965,20190410,주유,0,20,22.7,34.4
13966,20190410,주유,0,30,65.4,101.9
13967,20190410,주유,0,40,98.1,137.5
13968,20190410,주유,0,50,92.2,126.7
13969,20190410,주유,0,60,36.7,63.8
13970,20190410,패션/잡화,1,20,9.0,27.299999999999997
13971,20190410,패션/잡화,1,30,17.6,25.599999999999998
13972,20190410,패션/잡화,1,40,23.6,27.299999999999997
13973,20190410,패션/잡화,1,50,19.5,23.1
13974,20190410,패션/잡화,1,60,10.4,14.2
13975,20190410,패션/잡화,0,20,22.5,69.3
13976,20190410,패션/잡화,0,30,27.8,46.400000000000006
13977,20190410,패션/잡화,0,40,38.7,48.7
13978,20190410,패션/잡화,0,50,37.6,44.699999999999996
13979,20190410,패션/잡화,0,60,20.8,27.6
13980,20190410,편의점,1,20,353.1,1379.5
13981,20190410,편의점,1,30,617.9,1066.9
13982,20190410,편의점,1,40,529.5,783.0
13983,20190410,편의점,1,50,272.5,435.5
13984,20190410,편의점,1,60,71.2,141.0
13985,20190410,편의점,0,20,250.5,894.1
13986,20190410,편의점,0,30,272.2,461.3
13987,20190410,편의점,0,40,276.1,397.9
13988,20190410,편의점,0,50,176.8,250.5
13989,20190410,편의점,0,60,46.1,75.8
13990,20190410,할인점/마트,1,20,132.8,707.4
13991,20190410,할인점/마트,1,30,455.0,796.0
13992,20190410,할인점/마트,1,40,620.7,933.6
13993,20190410,할인점/마트,1,50,449.1,716.5999999999999
13994,20190410,할인점/마트,1,60,253.5,468.0
13995,20190410,할인점/마트,0,20,157.0,636.5
13996,20190410,할인점/마트,0,30,445.1,743.2
13997,20190410,할인점/마트,0,40,637.4,1006.3
13998,20190410,할인점/마트,0,50,560.6,919.3000000000001
13999,20190410,할인점/마트,0,60,288.3,535.8
14000,20190411,가전/가구,1,20,9.6,61.0
14001,20190411,가전/가구,1,30,27.6,37.6
14002,20190411,가전/가구,1,40,40.6,29.2
14003,20190411,가전/가구,1,50,40.2,22.4
14004,20190411,가전/가구,1,60,22.8,11.899999999999999
14005,20190411,가전/가구,0,20,9.5,51.0
14006,20190411,가전/가구,0,30,21.6,26.0
14007,20190411,가전/가구,0,40,32.1,27.8
14008,20190411,가전/가구,0,50,34.9,22.0
14009,20190411,가전/가구,0,60,17.7,9.1
14010,20190411,가정생활/서비스,1,20,0.6,85.2
14011,20190411,가정생활/서비스,1,30,4.6,178.29999999999998
14012,20190411,가정생활/서비스,1,40,4.8,200.1
14013,20190411,가정생활/서비스,1,50,1.7,112.1
14014,20190411,가정생활/서비스,1,60,1.5,58.9
14015,20190411,가정생활/서비스,0,20,1.8,108.89999999999999
14016,20190411,가정생활/서비스,0,30,23.4,234.29999999999998
14017,20190411,가정생활/서비스,0,40,9.3,206.3
14018,20190411,가정생활/서비스,0,50,1.9,91.39999999999999
14019,20190411,가정생활/서비스,0,60,1.1,36.5
14020,20190411,교육/학원,1,20,8.3,31.3
14021,20190411,교육/학원,1,30,30.0,24.099999999999998
14022,20190411,교육/학원,1,40,64.1,49.099999999999994
14023,20190411,교육/학원,1,50,26.4,22.5
14024,20190411,교육/학원,1,60,7.0,6.3999999999999995
14025,20190411,교육/학원,0,20,14.0,51.9
14026,20190411,교육/학원,0,30,42.2,36.2
14027,20190411,교육/학원,0,40,73.3,62.800000000000004
14028,20190411,교육/학원,0,50,26.1,20.5
14029,20190411,교육/학원,0,60,6.2,6.000000000000001
14030,20190411,미용,1,20,21.0,55.2
14031,20190411,미용,1,30,40.3,54.5
14032,20190411,미용,1,40,41.6,54.7
14033,20190411,미용,1,50,29.8,43.0
14034,20190411,미용,1,60,9.2,22.9
14035,20190411,미용,0,20,53.7,81.8
14036,20190411,미용,0,30,53.3,57.2
14037,20190411,미용,0,40,58.3,64.7
14038,20190411,미용,0,50,48.0,62.300000000000004
14039,20190411,미용,0,60,18.1,33.5
14040,20190411,백화점/상품권/아울렛,1,20,17.5,29.5
14041,20190411,백화점/상품권/아울렛,1,30,63.5,46.0
14042,20190411,백화점/상품권/아울렛,1,40,69.3,37.3
14043,20190411,백화점/상품권/아울렛,1,50,41.7,25.8
14044,20190411,백화점/상품권/아울렛,1,60,22.3,16.799999999999997
14045,20190411,백화점/상품권/아울렛,0,20,45.6,74.0
14046,20190411,백화점/상품권/아울렛,0,30,113.8,93.5
14047,20190411,백화점/상품권/아울렛,0,40,121.4,79.4
14048,20190411,백화점/상품권/아울렛,0,50,93.5,62.8
14049,20190411,백화점/상품권/아울렛,0,60,47.0,37.900000000000006
14050,20190411,스포츠/문화/레저,1,20,68.8,379.70000000000005
14051,20190411,스포츠/문화/레저,1,30,74.5,134.6
14052,20190411,스포츠/문화/레저,1,40,82.4,118.39999999999999
14053,20190411,스포츠/문화/레저,1,50,70.2,94.2
14054,20190411,스포츠/문화/레저,1,60,33.4,48.7
14055,20190411,스포츠/문화/레저,0,20,35.3,132.7
14056,20190411,스포츠/문화/레저,0,30,40.1,77.3
14057,20190411,스포츠/문화/레저,0,40,60.8,99.7
14058,20190411,스포츠/문화/레저,0,50,60.8,81.4
14059,20190411,스포츠/문화/레저,0,60,23.9,37.6
14060,20190411,여행/교통,1,20,23.6,18.3
14061,20190411,여행/교통,1,30,65.1,25.8
14062,20190411,여행/교통,1,40,81.7,25.1
14063,20190411,여행/교통,1,50,62.8,17.6
14064,20190411,여행/교통,1,60,25.7,8.8
14065,20190411,여행/교통,0,20,27.8,12.3
14066,20190411,여행/교통,0,30,43.8,12.7
14067,20190411,여행/교통,0,40,48.1,11.2
14068,20190411,여행/교통,0,50,40.3,10.899999999999999
14069,20190411,여행/교통,0,60,14.6,6.0
14070,20190411,요식/유흥,1,20,428.4,1565.3
14071,20190411,요식/유흥,1,30,977.5,1423.9
14072,20190411,요식/유흥,1,40,1099.5,1317.3999999999999
14073,20190411,요식/유흥,1,50,740.5,961.9999999999999
14074,20190411,요식/유흥,1,60,292.6,473.2999999999999
14075,20190411,요식/유흥,0,20,521.2,1693.0000000000002
14076,20190411,요식/유흥,0,30,802.5,1165.3999999999999
14077,20190411,요식/유흥,0,40,956.0,1173.8
14078,20190411,요식/유흥,0,50,640.3,793.4
14079,20190411,요식/유흥,0,60,214.9,310.09999999999997
14080,20190411,의료,1,20,49.4,130.5
14081,20190411,의료,1,30,250.1,325.4
14082,20190411,의료,1,40,317.6,383.4
14083,20190411,의료,1,50,230.5,292.5
14084,20190411,의료,1,60,189.4,315.20000000000005
14085,20190411,의료,0,20,95.7,190.8
14086,20190411,의료,0,30,275.8,367.1
14087,20190411,의료,0,40,289.5,371.0
14088,20190411,의료,0,50,246.2,317.3
14089,20190411,의료,0,60,166.0,258.4
14090,20190411,자동차,1,20,13.6,28.599999999999998
14091,20190411,자동차,1,30,45.2,64.8
14092,20190411,자동차,1,40,53.9,66.7
14093,20190411,자동차,1,50,42.6,56.900000000000006
14094,20190411,자동차,1,60,21.4,37.8
14095,20190411,자동차,0,20,7.1,11.6
14096,20190411,자동차,0,30,22.8,30.6
14097,20190411,자동차,0,40,28.8,33.300000000000004
14098,20190411,자동차,0,50,23.0,27.3
14099,20190411,자동차,0,60,9.0,12.5
14100,20190411,주유,1,20,45.7,89.1
14101,20190411,주유,1,30,158.4,247.4
14102,20190411,주유,1,40,235.3,331.8
14103,20190411,주유,1,50,218.2,378.0
14104,20190411,주유,1,60,115.9,417.29999999999995
14105,20190411,주유,0,20,23.1,35.4
14106,20190411,주유,0,30,68.2,106.0
14107,20190411,주유,0,40,101.5,143.0
14108,20190411,주유,0,50,97.7,133.2
14109,20190411,주유,0,60,39.3,67.0
14110,20190411,패션/잡화,1,20,10.3,30.0
14111,20190411,패션/잡화,1,30,20.9,30.6
14112,20190411,패션/잡화,1,40,26.1,30.700000000000003
14113,20190411,패션/잡화,1,50,20.9,25.8
14114,20190411,패션/잡화,1,60,12.2,16.7
14115,20190411,패션/잡화,0,20,27.1,85.0
14116,20190411,패션/잡화,0,30,35.7,56.0
14117,20190411,패션/잡화,0,40,44.6,57.599999999999994
14118,20190411,패션/잡화,0,50,44.3,51.9
14119,20190411,패션/잡화,0,60,24.0,34.300000000000004
14120,20190411,편의점,1,20,368.8,1450.0
14121,20190411,편의점,1,30,637.9,1110.1
14122,20190411,편의점,1,40,551.0,810.1
14123,20190411,편의점,1,50,281.1,445.6
14124,20190411,편의점,1,60,74.1,145.8
14125,20190411,편의점,0,20,255.0,931.2
14126,20190411,편의점,0,30,282.5,484.4
14127,20190411,편의점,0,40,285.2,413.7
14128,20190411,편의점,0,50,182.0,253.7
14129,20190411,편의점,0,60,47.0,78.80000000000001
14130,20190411,할인점/마트,1,20,139.7,727.3
14131,20190411,할인점/마트,1,30,484.3,834.2
14132,20190411,할인점/마트,1,40,661.0,980.7
14133,20190411,할인점/마트,1,50,470.9,750.4000000000001
14134,20190411,할인점/마트,1,60,273.5,498.8
14135,20190411,할인점/마트,0,20,167.5,670.4000000000001
14136,20190411,할인점/마트,0,30,477.4,793.8
14137,20190411,할인점/마트,0,40,679.6,1070.4
14138,20190411,할인점/마트,0,50,599.1,975.6999999999999
14139,20190411,할인점/마트,0,60,320.7,581.9999999999999
14140,20190412,가전/가구,1,20,10.8,56.6
14141,20190412,가전/가구,1,30,30.7,37.7
14142,20190412,가전/가구,1,40,43.7,29.5
14143,20190412,가전/가구,1,50,43.9,21.9
14144,20190412,가전/가구,1,60,24.8,12.1
14145,20190412,가전/가구,0,20,10.3,45.5
14146,20190412,가전/가구,0,30,22.8,25.0
14147,20190412,가전/가구,0,40,34.8,26.1
14148,20190412,가전/가구,0,50,38.2,20.5
14149,20190412,가전/가구,0,60,19.6,9.0
14150,20190412,가정생활/서비스,1,20,0.5,76.6
14151,20190412,가정생활/서비스,1,30,4.2,125.6
14152,20190412,가정생활/서비스,1,40,4.5,151.9
14153,20190412,가정생활/서비스,1,50,1.9,102.29999999999998
14154,20190412,가정생활/서비스,1,60,1.3,53.7
14155,20190412,가정생활/서비스,0,20,1.5,74.3
14156,20190412,가정생활/서비스,0,30,22.4,128.5
14157,20190412,가정생활/서비스,0,40,8.7,143.49999999999997
14158,20190412,가정생활/서비스,0,50,1.7,79.1
14159,20190412,가정생활/서비스,0,60,1.2,33.2
14160,20190412,교육/학원,1,20,8.7,29.8
14161,20190412,교육/학원,1,30,31.0,35.5
14162,20190412,교육/학원,1,40,62.3,53.900000000000006
14163,20190412,교육/학원,1,50,25.9,21.700000000000003
14164,20190412,교육/학원,1,60,6.7,6.4
14165,20190412,교육/학원,0,20,15.6,54.8
14166,20190412,교육/학원,0,30,43.8,86.6
14167,20190412,교육/학원,0,40,69.1,70.6
14168,20190412,교육/학원,0,50,23.6,20.1
14169,20190412,교육/학원,0,60,5.8,5.4
14170,20190412,미용,1,20,25.5,69.7
14171,20190412,미용,1,30,49.6,70.4
14172,20190412,미용,1,40,48.8,65.3
14173,20190412,미용,1,50,34.6,49.1
14174,20190412,미용,1,60,11.4,25.3
14175,20190412,미용,0,20,59.0,89.5
14176,20190412,미용,0,30,60.4,65.2
14177,20190412,미용,0,40,63.8,72.3
14178,20190412,미용,0,50,51.9,68.6
14179,20190412,미용,0,60,19.7,36.199999999999996
14180,20190412,백화점/상품권/아울렛,1,20,22.0,39.8
14181,20190412,백화점/상품권/아울렛,1,30,78.6,63.5
14182,20190412,백화점/상품권/아울렛,1,40,84.4,50.6
14183,20190412,백화점/상품권/아울렛,1,50,50.6,32.6
14184,20190412,백화점/상품권/아울렛,1,60,25.5,20.3
14185,20190412,백화점/상품권/아울렛,0,20,57.7,92.2
14186,20190412,백화점/상품권/아울렛,0,30,136.3,118.8
14187,20190412,백화점/상품권/아울렛,0,40,147.2,103.6
14188,20190412,백화점/상품권/아울렛,0,50,108.7,82.0
14189,20190412,백화점/상품권/아울렛,0,60,50.8,47.9
14190,20190412,스포츠/문화/레저,1,20,82.7,448.4
14191,20190412,스포츠/문화/레저,1,30,94.2,171.6
14192,20190412,스포츠/문화/레저,1,40,100.5,147.9
